location,size,total_sqft,bath,price,price_per_sqft
Kalena Agrahara,3,1450.0,3.0,100.0,0.06896551724137931
Old Madras Road,3,1859.0,3.0,121.0,0.0650887573964497
Attibele,2,900.0,1.0,25.0,0.027777777777777776
Ramamurthy Nagar,3,1305.0,3.0,60.0,0.04597701149425287
Srirampuram,3,1200.0,2.0,100.0,0.08333333333333333
Thanisandra,1,784.0,1.0,35.285,0.0450063775510204
Sarjapur  Road,2,1150.0,2.0,36.8,0.032
Whitefield,3,1806.0,3.0,85.0,0.04706533776301218
Kudlu,2,1027.0,2.0,42.0,0.04089581304771178
Uttarahalli,2,1002.0,2.0,40.08,0.04
Electronic City Phase II,3,1220.0,2.0,36.21,0.029680327868852458
Whitefield,2,1109.0,2.0,35.22,0.03175834084761046
Hennur Road,2,1232.0,2.0,69.6,0.05649350649350649
Kalyan nagar,2,1250.0,2.0,65.0,0.052
KR Puram,4,960.0,4.0,80.0,0.08333333333333333
Raja Rajeshwari Nagar,2,1255.0,2.0,53.87,0.04292430278884462
Akshaya Nagar,3,1434.0,3.0,84.0,0.058577405857740586
Doddathoguru,2,925.0,2.0,30.0,0.032432432432432434
Jakkur,3,1858.0,3.0,123.0,0.06620021528525297
Jakkuru Layout,2,1205.0,2.0,70.0,0.058091286307053944
Nelamangala,3,1500.0,3.0,90.0,0.06
Thanisandra,2,965.0,2.0,56.0,0.058031088082901555
Hoysalanagar,6,1200.0,4.0,90.0,0.075
Battarahalli,2,1636.0,2.0,82.89,0.05066625916870416
Whitefield,2,1216.0,2.0,67.0,0.055098684210526314
Yelahanka,1,654.0,1.0,36.25,0.05542813455657492
Abbaiah Reddy Layout,2,1190.0,2.0,41.0,0.034453781512605045
Budigere,3,1636.0,3.0,92.0,0.05623471882640587
Hennur Road,2,1195.0,2.0,73.0,0.06108786610878661
1st Block HRBR Layout,2,1250.0,2.0,67.0,0.0536
Whitefield,3,1452.0,3.0,90.0,0.06198347107438017
Thanisandra,3,1546.0,3.0,95.0,0.06144890038809832
Naganathapura,2,2260.0,3.0,80.0,0.035398230088495575
KG Halli,1,375.0,1.0,26.0,0.06933333333333333
Balagere,2,1007.0,2.0,66.0,0.06554121151936444
Hennur Road,2,1020.0,2.0,47.0,0.04607843137254902
Varanasi,2,800.0,3.0,59.5,0.074375
Geddalahalli,5,1200.0,3.0,95.0,0.07916666666666666
Marathahalli,2,1125.0,2.0,55.0,0.04888888888888889
Kada Agrahara,3,909.0,2.0,43.0,0.047304730473047306
Dodsworth Layout,2,1400.0,2.0,85.0,0.060714285714285714
Kadugodi,2,1152.0,2.0,61.0,0.05295138888888889
Subramanyapura,2,958.0,2.0,34.49,0.03600208768267223
Bellandur,2,1310.0,2.0,85.0,0.0648854961832061
Hosur Road,3,1590.0,2.0,126.0,0.07924528301886792
Green Glen Layout,3,1645.0,3.0,110.0,0.0668693009118541
Veerabhadra Nagar,3,1800.0,2.0,100.0,0.05555555555555555
Thanisandra,3,1795.0,3.0,150.0,0.08356545961002786
Thanisandra,1,777.0,1.0,38.535,0.04959459459459459
Kalkere,2,925.0,2.0,70.0,0.07567567567567568
Basavangudi,3,1542.14,3.0,120.0,0.0778139468530743
Thanisandra,3,1430.0,2.0,54.0,0.03776223776223776
Bommanahalli,2,1020.0,2.0,55.0,0.05392156862745098
Ramamurthy Nagar Extension,4,750.0,2.0,42.0,0.056
Electronic City Phase II,2,1140.0,2.0,32.92,0.02887719298245614
Anekal,3,967.0,2.0,45.0,0.04653567735263702
Maruthi Nagar,2,850.0,1.0,35.5,0.04176470588235294
Vidhyanagar Cross,2,1100.0,2.0,32.0,0.02909090909090909
Thanisandra,3,1697.0,3.0,110.0,0.0648202710665881
Varthur,2,1250.0,2.0,47.0,0.0376
Gottigere,2,1120.0,2.0,50.0,0.044642857142857144
NRI Layout,4,1200.0,4.0,95.0,0.07916666666666666
Hebbal,2,1200.0,2.0,52.0,0.043333333333333335
 Devarachikkanahalli,3,1417.0,2.0,76.0,0.053634438955539876
Thanisandra,3,1492.0,3.0,88.0,0.058981233243967826
Devanahalli,3,1498.0,3.0,79.15,0.052837116154873166
Kundalahalli,2,1010.0,2.0,48.27,0.04779207920792079
Channasandra,2,1050.0,2.0,35.0,0.03333333333333333
Hegde Nagar,3,1847.0,3.0,125.0,0.0676773145641581
1st Stage Indira Nagar,2,1200.0,2.0,55.0,0.04583333333333333
Bellandur,2,982.0,2.0,37.28,0.037963340122199596
Hegde Nagar,3,2144.6,4.0,145.0,0.06761167583698592
Kengeri,2,750.0,2.0,36.5,0.048666666666666664
Electronic City,2,919.0,2.0,35.0,0.03808487486398259
Budigere,2,1087.0,2.0,54.3,0.0499540018399264
Sunder Ram Shetty Nagar,3,1480.0,3.0,74.0,0.05
Tindlu,2,1180.0,2.0,52.0,0.04406779661016949
Jigani,3,1221.0,3.0,65.0,0.05323505323505324
Thanisandra,3,2072.0,3.0,122.0,0.05888030888030888
Whitefield,3,1600.0,3.0,69.0,0.043125
Sahakara Nagar,3,2200.0,3.0,98.0,0.04454545454545455
Kaikondrahalli,2,1253.0,2.0,81.5,0.0650438946528332
Hennur Road,2,1061.0,2.0,54.92,0.05176248821866164
Marathahalli,3,1950.0,3.0,115.0,0.05897435897435897
Marathahalli,2,1250.0,2.0,68.0,0.0544
Hennur Road,3,1585.0,2.0,80.0,0.050473186119873815
Kammasandra,2,1015.0,2.0,37.0,0.03645320197044335
Marathahalli,2,1125.0,2.0,56.8,0.05048888888888889
Electronic City Phase II,2,1116.0,2.0,40.0,0.035842293906810034
Kadarenahalli,1,400.0,1.0,35.0,0.0875
Old Madras Road,2,1300.0,2.0,100.0,0.07692307692307693
Raja Rajeshwari Nagar,2,1419.0,2.0,60.42,0.042579281183932345
Punappa Layout,3,1310.0,2.0,55.0,0.04198473282442748
Thigalarapalya,3,2072.0,4.0,152.0,0.07335907335907337
Kaggadasapura,2,1240.0,2.0,58.58,0.04724193548387096
Chamrajpet,3,1565.0,3.0,98.91,0.06320127795527156
Budigere,3,1820.0,3.0,89.0,0.0489010989010989
Gubbalala,3,2500.0,3.0,88.0,0.0352
Hosa Road,2,1245.0,2.0,62.0,0.04979919678714859
GM Palaya,3,1315.0,3.0,65.0,0.049429657794676805
Kenchenahalli,3,1410.0,2.0,73.0,0.05177304964539007
Dasarahalli,2,1375.0,2.0,60.0,0.04363636363636364
Old Madras Road,2,1299.0,2.0,95.0,0.0731331793687452
Pampa Extension,2,993.0,2.0,45.5,0.04582074521651561
Bommasandra Industrial Area,2,1200.0,3.0,45.0,0.0375
Hoodi,3,1655.0,3.0,131.0,0.07915407854984895
Balaji Gardens Layout,1,825.0,2.0,40.0,0.048484848484848485
Begur Road,3,1634.0,3.0,111.0,0.06793145654834762
Banaswadi,2,1222.0,2.0,80.0,0.06546644844517185
Gottigere,3,1500.0,3.0,63.0,0.042
Akshaya Nagar,3,1890.0,4.0,100.0,0.05291005291005291
Hulimavu,2,850.0,1.0,39.5,0.04647058823529412
Whitefield,2,1295.0,2.0,78.5,0.06061776061776062
Sarjapur  Road,2,1320.0,2.0,100.0,0.07575757575757576
Harlur,2,1197.0,2.0,82.0,0.06850459482038429
Hoysalanagar,3,1320.0,2.0,60.0,0.045454545454545456
Whitefield,1,840.0,1.0,57.6,0.06857142857142857
Whitefield,1,640.0,1.0,19.83,0.030984374999999998
Raja Rajeshwari Nagar,3,1693.0,3.0,71.38,0.042161842882457175
Kodihalli,2,1000.0,2.0,62.0,0.062
Babusapalaya,2,1305.0,2.0,70.0,0.05363984674329502
Kodichikkanahalli,1,450.0,1.0,18.0,0.04
CV Raman Nagar,1,705.0,1.0,57.0,0.08085106382978724
Whitefield,3,1991.0,3.0,104.0,0.052235057759919636
Battarahalli,3,1779.0,3.0,90.0,0.050590219224283306
Banaswadi,2,870.0,2.0,38.0,0.04367816091954023
Thanisandra,3,1595.0,3.0,120.0,0.07523510971786834
Iblur Village,3,2000.0,4.0,138.0,0.069
Yelahanka,3,1614.0,3.0,93.0,0.05762081784386617
Gottigere,2,1200.0,2.0,40.0,0.03333333333333333
Electronic City Phase II,3,1150.0,3.0,46.0,0.04
Sonnenahalli,3,1610.0,3.0,80.48,0.049987577639751556
Whitefield,2,1190.0,2.0,41.0,0.034453781512605045
Kallumantapa,2,1050.0,2.0,50.0,0.047619047619047616
7th Phase JP Nagar,3,1460.0,2.0,97.0,0.06643835616438357
Naganathapura,1,600.0,1.0,33.0,0.055
Suraksha Nagar,3,1569.0,3.0,70.0,0.04461440407903123
Electronics City Phase 1,1,645.0,1.0,42.5,0.06589147286821706
Marathahalli,2,1350.0,2.0,90.0,0.06666666666666667
Rajarajeshwari Nagara,3,1410.0,2.0,45.12,0.032
Whitefield,2,1109.0,2.0,35.47,0.031983769161406675
Agrahara Dasarahalli,1,800.0,1.0,72.0,0.09
Bannerghatta Road,2,1215.0,2.0,68.0,0.05596707818930041
Varthur Road,2,1255.0,2.0,52.76,0.0420398406374502
B Narayanapura,2,1020.0,2.0,49.0,0.04803921568627451
T R Mill Road,3,1225.0,2.0,82.0,0.06693877551020408
Singasandra,2,1120.0,2.0,60.0,0.05357142857142857
Kasavanhalli,3,1225.0,2.0,69.0,0.0563265306122449
Sarjapur  Road,3,1984.0,4.0,145.0,0.07308467741935484
Bommasandra,2,1127.0,2.0,45.0,0.03992901508429459
Whitefield,3,1655.0,3.0,97.0,0.05861027190332326
Varthur,3,1200.0,3.0,68.38,0.05698333333333333
Kaggadasapura,2,1000.0,2.0,43.0,0.043
CV Raman Nagar,2,1225.0,2.0,47.88,0.039085714285714286
Hormavu,2,1350.0,2.0,45.0,0.03333333333333333
Sahakara Nagar,2,1175.0,2.0,49.0,0.04170212765957447
Sanne Amanikere,1,655.0,1.0,27.0,0.04122137404580153
Hosa Road,3,1311.0,2.0,84.86,0.06472921434019832
CV Raman Nagar,2,1000.0,2.0,38.5,0.0385
Indira Nagar Stage 2,2,1196.0,2.0,96.0,0.0802675585284281
Kanakpura Road,3,1050.0,2.0,59.0,0.05619047619047619
Somasundara Palya,3,1275.0,2.0,52.0,0.0407843137254902
Hommadevanahalli,2,927.0,2.0,50.0,0.05393743257820928
Varthur,3,1520.0,2.0,61.0,0.04013157894736842
Hebbal,2,1333.0,2.0,104.0,0.07801950487621906
Tunganagara,1,600.0,1.0,18.0,0.03
Abbigere,3,1326.0,2.0,34.8,0.026244343891402712
Sarjapur  Road,3,1773.5,2.0,85.125,0.04799830842965887
Koramangala,2,1370.0,2.0,125.0,0.09124087591240876
Koramangala,2,1100.0,2.0,85.0,0.07727272727272727
Haralur Road,3,1650.0,3.0,100.0,0.06060606060606061
Kasavanhalli,3,1917.0,3.0,132.0,0.06885758998435054
Doddakannelli,3,780.0,3.0,75.0,0.09615384615384616
Billekahalli,2,950.0,2.0,58.11,0.06116842105263158
T C Palya main Road,2,1175.0,2.0,48.72,0.04146382978723404
8th Phase JP Nagar,2,1089.0,2.0,43.55,0.03999081726354453
Hoodi,2,1257.0,2.0,68.5,0.05449482895783612
Sarjapur,1,650.0,1.0,19.87,0.030569230769230772
Whitefield,3,1850.0,3.0,150.0,0.08108108108108109
Vidyaranyapura,2,945.0,2.0,40.0,0.042328042328042326
Koramangala,2,1161.0,2.0,63.85,0.05499569336778639
Banashankari Stage V,3,1630.0,3.0,51.35,0.03150306748466258
Jalahalli,3,1310.0,2.0,60.0,0.04580152671755725
Lake City,2,750.0,2.0,28.0,0.037333333333333336
Whitefield,3,1200.0,3.0,67.77,0.056475
Vittal Nagar,2,1000.0,2.0,45.0,0.045
Nagavara,2,1315.0,2.0,70.0,0.053231939163498096
Sahakara Nagar,3,1370.0,2.0,90.0,0.06569343065693431
Bellandur,2,1465.0,3.0,90.0,0.06143344709897611
Padmanabhanagar,3,1250.0,2.0,70.0,0.056
Horamavu Agara,3,1284.0,2.0,75.0,0.05841121495327103
Kodigehalli,3,1820.0,3.0,150.0,0.08241758241758242
Haralur Road,3,1580.0,3.0,73.0,0.046202531645569624
Uttarahalli,2,1075.0,2.0,40.0,0.037209302325581395
R.T. Nagar,3,1400.0,2.0,78.0,0.055714285714285716
Subramanyapura,3,1400.0,2.0,55.0,0.039285714285714285
Bisuvanahalli,2,845.0,2.0,30.0,0.03550295857988166
Gunjur,2,1175.0,2.0,43.48,0.037004255319148936
Bellandur,3,1767.0,3.0,109.0,0.06168647425014148
Sarjapur  Road,4,1800.0,3.0,90.0,0.05
Rajaji Nagar,3,1613.0,3.0,150.0,0.0929944203347799
Whitefield,2,1290.0,2.0,90.0,0.06976744186046512
Kasavanhalli,2,1375.0,2.0,78.0,0.05672727272727273
Bagalur,2,985.0,2.0,57.0,0.05786802030456853
Singasandra,2,1099.0,2.0,37.5,0.034121929026387623
Electronic City,1,605.0,1.0,13.31,0.022000000000000002
Marathahalli,2,1200.0,2.0,53.0,0.04416666666666667
Hulimavu,2,1000.0,2.0,45.0,0.045
Electronic City,3,1159.0,2.0,38.0,0.03278688524590164
BTM Layout,3,1540.0,2.0,78.0,0.05064935064935065
"JP Nagar 7th Phase, ",3,1503.0,2.0,93.0,0.06187624750499002
Ambedkar Nagar,3,1850.0,4.0,120.0,0.06486486486486487
Uttarahalli,3,1580.0,3.0,60.0,0.0379746835443038
Mico Layout,2,1190.0,2.0,39.25,0.032983193277310925
Sampigehalli,2,1200.0,2.0,61.0,0.050833333333333335
Jakkur,2,850.0,1.0,19.9,0.02341176470588235
Hennur Bande,3,2500.0,2.0,60.0,0.024
Kamakshipalya,3,1500.0,2.0,52.0,0.034666666666666665
Thanisandra,3,1880.0,3.0,120.0,0.06382978723404255
Padmanabhanagar,2,1150.0,2.0,45.0,0.0391304347826087
B Narayanapura,3,1765.0,3.0,77.27,0.043779036827195465
Attibele,2,1174.0,2.0,29.35,0.025
Bannerghatta Road,3,1894.0,3.0,115.0,0.06071805702217529
Sector 7 HSR Layout,3,1760.0,3.0,142.0,0.08068181818181819
Doddanakundi Industrial Area 2,3,1768.0,3.0,95.0,0.05373303167420815
Kothanur,3,1790.0,3.0,97.0,0.05418994413407821
Kengeri,4,2540.0,4.0,160.0,0.06299212598425197
Mahadevpura,2,1137.0,2.0,53.4,0.04696569920844327
Mysore Road,3,1568.0,2.0,100.0,0.06377551020408163
AECS Layout,2,1308.0,2.0,60.0,0.045871559633027525
Bisuvanahalli,3,1200.0,2.0,41.0,0.034166666666666665
Shetty Halli,1,800.0,1.0,32.0,0.04
Electronic City,1,530.0,1.0,13.5,0.02547169811320755
Bisuvanahalli,3,873.0,2.0,40.0,0.045819014891179836
Subramanyapura,2,958.0,2.0,33.53,0.035
Talaghattapura,3,2273.0,3.0,159.0,0.06995160580730313
Thanisandra,1,760.0,1.0,50.0,0.06578947368421052
Dommasandra,2,1090.0,2.0,43.5,0.03990825688073395
Sarjapur  Road,3,1550.0,2.0,89.0,0.05741935483870968
Ramagondanahalli,2,1251.0,2.0,50.0,0.03996802557953637
Electronic City,2,1070.0,2.0,53.0,0.04953271028037383
Kalena Agrahara,2,1200.0,2.0,45.0,0.0375
CV Raman Nagar,3,1435.0,2.0,60.0,0.041811846689895474
Bommasandra,3,1400.0,2.0,45.0,0.03214285714285714
Judicial Layout,4,2330.0,3.0,94.71,0.040648068669527894
Thanisandra,2,1200.0,2.0,60.0,0.05
Panathur,2,1000.0,2.0,40.0,0.04
Bannerghatta Road,3,1655.0,2.0,62.89,0.038
Bidrahalli,1,600.0,1.0,35.0,0.058333333333333334
Electronics City Phase 1,2,1175.0,2.0,50.0,0.0425531914893617
Uttarahalli,2,1155.0,2.0,40.43,0.035004329004329
Magadi Road,3,1200.0,3.0,98.0,0.08166666666666667
Budigere,2,1149.0,2.0,65.0,0.05657093124456049
Jakkur,3,1745.0,2.0,98.485,0.05643839541547278
Chinnapanahalli,2,1010.0,2.0,55.0,0.054455445544554455
Hegde Nagar,3,1718.0,3.0,119.0,0.06926658905704307
Bilal Nagar,2,650.0,1.0,20.0,0.03076923076923077
Banashankari,2,1330.0,2.0,77.0,0.05789473684210526
Hormavu,2,1200.0,2.0,68.0,0.056666666666666664
Bannerghatta Road,3,1693.0,3.0,89.0,0.052569403425871235
Thanisandra,3,1800.0,4.0,125.0,0.06944444444444445
Margondanahalli,2,900.0,2.0,55.0,0.06111111111111111
NGR Layout,2,1020.0,2.0,46.0,0.045098039215686274
Amruthahalli,3,1700.0,3.0,77.0,0.045294117647058825
Panathur,1,661.0,1.0,40.0,0.060514372163388806
Bannerghatta Road,2,1280.0,2.0,60.16,0.047
Krishna Nagar,5,1000.0,4.0,90.0,0.09
Hosur Road,2,1170.0,2.0,48.0,0.041025641025641026
Thanisandra,1,933.0,2.0,58.0,0.06216505894962487
Sarjapur  Road,2,1150.0,2.0,44.0,0.03826086956521739
Rajaji Nagar,3,1380.0,3.0,130.0,0.09420289855072464
Banjara Layout,2,1050.0,2.0,64.8,0.061714285714285715
Kanakapura Main Road,2,1080.0,2.0,37.8,0.034999999999999996
Harlur,2,1303.0,2.0,90.0,0.06907137375287797
Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,0.03389632107023411
Sarjapur  Road,5,1200.0,4.0,95.0,0.07916666666666666
Bommanahalli,3,1250.0,3.0,41.0,0.0328
Akshaya Nagar,3,1419.0,2.0,87.0,0.0613107822410148
Banashankari,2,1200.0,2.0,49.0,0.04083333333333333
7th Phase JP Nagar,2,1120.0,2.0,65.0,0.05803571428571429
Electronics City Phase 1,1,762.5,1.0,45.4,0.05954098360655737
Electronics City Phase 1,2,1245.0,2.0,75.0,0.060240963855421686
Channasandra,2,1093.0,2.0,34.0,0.03110704483074108
Electronic City,2,1025.0,1.0,26.63,0.025980487804878046
Hebbal,2,1345.0,2.0,97.0,0.07211895910780669
Suryanagar,2,1500.0,2.0,45.0,0.03
Vijayanagar,2,1180.0,2.0,86.0,0.07288135593220339
Nanjappa Layout,3,1800.0,3.0,85.0,0.04722222222222222
Banagiri Nagar,3,2008.0,3.0,170.0,0.0846613545816733
Kothannur,3,1240.0,2.0,39.85,0.032137096774193546
CV Raman Nagar,2,1020.0,2.0,55.0,0.05392156862745098
2nd Stage Arekere Mico Layout,3,2095.0,3.0,142.0,0.06778042959427208
Gunjur,3,1362.0,3.0,62.63,0.04598384728340676
Yelahanka,1,694.0,1.0,30.84,0.04443804034582133
Vittasandra,2,1404.0,2.0,70.0,0.04985754985754986
Electronic City Phase II,3,1192.0,2.0,47.0,0.03942953020134228
Mahalakshmi Layout,4,1050.0,1.0,35.0,0.03333333333333333
Vittasandra,2,1259.0,2.0,67.48,0.053598093725178715
Kengeri,2,1000.0,2.0,34.0,0.034
Rachenahalli,2,985.0,2.0,49.97,0.05073096446700508
Indira Nagar,1,850.0,1.0,60.0,0.07058823529411765
Uttarahalli,3,1650.0,2.0,50.0,0.030303030303030304
Ambedkar Nagar,2,1367.0,2.0,86.0,0.06291148500365765
Rajaji Nagar,3,1210.0,2.0,81.0,0.06694214876033058
Duvasapalya,2,1190.0,2.0,48.6,0.04084033613445378
Sarjapur,2,1175.0,2.0,42.0,0.03574468085106383
Whitefield,2,1140.0,2.0,40.0,0.03508771929824561
Hoskote,2,1095.0,2.0,33.6,0.030684931506849318
Attibele,1,782.0,1.0,19.55,0.025
Gubbalala,3,1435.0,2.0,80.0,0.05574912891986063
Choodasandra,2,725.0,2.0,36.0,0.0496551724137931
BCMC Layout,3,1600.0,2.0,88.0,0.055
Nehru Nagar,3,1674.0,3.0,90.0,0.053763440860215055
Kanakpura Road,3,1703.0,3.0,130.0,0.07633587786259542
Padmanabhanagar,3,1350.0,3.0,71.55,0.053
Horamavu Agara,2,1145.0,2.0,41.21,0.03599126637554585
7th Phase JP Nagar,2,1100.0,3.0,60.0,0.05454545454545454
Kanakpura Road,3,1600.0,3.0,90.0,0.05625
Pai Layout,2,780.0,2.0,72.0,0.09230769230769231
Banashankari Stage II,2,1250.0,2.0,110.0,0.088
Horamavu Agara,4,1250.0,4.0,100.0,0.08
Laggere,1,620.0,2.0,48.0,0.07741935483870968
Raja Rajeshwari Nagar,3,1630.0,3.0,60.65,0.037208588957055214
Hennur Road,2,1020.0,2.0,45.0,0.04411764705882353
Hosakerehalli,3,1410.0,2.0,53.58,0.038
Bhoganhalli,2,1181.7,2.0,100.0,0.08462384700008461
KR Puram,4,1200.0,4.0,83.0,0.06916666666666667
Banaswadi,2,1200.0,2.0,60.0,0.05
Old Airport Road,2,1050.0,2.0,50.0,0.047619047619047616
Whitefield,2,1356.0,2.0,94.84,0.0699410029498525
Whitefield,2,1338.0,2.0,103.0,0.07698056801195814
Kengeri Satellite Town Stage II,1,500.0,1.0,20.0,0.04
Vasantha Vallabha Nagar,3,1280.0,2.0,100.0,0.078125
Raja Rajeshwari Nagar,3,1531.0,3.0,51.77,0.03381450032658393
Anekal,2,620.0,1.0,23.5,0.03790322580645161
8th Phase JP Nagar,3,1605.0,2.0,65.0,0.040498442367601244
Thanisandra,3,1917.0,3.0,110.0,0.05738132498695879
Sarjapur  Road,3,1400.0,3.0,55.0,0.039285714285714285
Hennur Road,3,2041.0,3.0,128.0,0.06271435570798628
Sarjapur  Road,3,2070.0,4.0,160.0,0.07729468599033816
Hebbal,3,1110.0,3.0,59.0,0.05315315315315315
Uday Nagar,3,1650.0,3.0,110.0,0.06666666666666667
Varthur Road,3,1033.0,2.0,30.47,0.029496611810261374
HSR Layout,2,1142.0,2.0,65.0,0.05691768826619965
Mathikere,3,1500.0,2.0,75.0,0.05
Electronic City Phase II,3,1502.0,3.0,50.0,0.033288948069241014
Shree Ananth Nagar Layout,3,1176.0,2.0,45.0,0.03826530612244898
Hosa Road,2,1063.0,2.0,32.8,0.030856067732831605
Kammanahalli,2,1100.0,2.0,60.0,0.05454545454545454
Kamakshipalya,2,1044.0,2.0,85.0,0.08141762452107279
6th Phase JP Nagar,2,1216.0,2.0,60.0,0.049342105263157895
Suddaguntepalya,3,1425.0,3.0,55.0,0.03859649122807018
Hosur Road,2,1345.0,2.0,108.0,0.08029739776951673
Uttarahalli,2,1025.0,2.0,35.88,0.03500487804878049
Kadubeesanahalli,3,1424.0,2.0,75.0,0.05266853932584269
Byrasandra Extension,2,1285.0,2.0,45.0,0.03501945525291829
Babusapalaya,2,1450.0,2.0,55.99,0.03861379310344828
Raja Rajeshwari Nagar,2,1160.0,2.0,70.0,0.0603448275862069
Gattahalli,3,2000.0,2.0,95.0,0.0475
Uttarahalli,2,1125.0,2.0,47.65,0.042355555555555556
Raja Rajeshwari Nagar,2,1133.0,2.0,38.37,0.033865842894969106
Arekere,2,1240.0,2.0,60.0,0.04838709677419355
Devanahalli,3,1466.0,3.0,77.59,0.052926330150068215
Akshaya Nagar,2,1300.0,2.0,54.0,0.04153846153846154
Thanisandra,3,1996.0,4.0,123.0,0.06162324649298597
Mallathahalli,3,1320.0,2.0,55.0,0.041666666666666664
Sarjapur  Road,3,1435.0,3.0,90.0,0.0627177700348432
Rayasandra,3,1601.0,3.0,70.0,0.04372267332916927
Kadubeesanahalli,2,1257.0,2.0,93.0,0.07398568019093078
Kasavanhalli,2,1309.0,2.0,95.0,0.07257448433919023
Yeshwanthpur,2,1362.0,2.0,100.0,0.07342143906020558
Whitefield,2,1115.0,2.0,55.0,0.04932735426008968
manyata park,2,1322.0,2.0,61.99,0.0468910741301059
Telecom Layout,3,1450.0,2.0,65.0,0.04482758620689655
Banashankari,2,1185.0,2.0,67.0,0.056540084388185655
7th Phase JP Nagar,3,1790.0,3.0,120.0,0.0670391061452514
Budigere,1,693.0,1.0,27.375,0.039502164502164504
Devanahalli,1,775.0,1.0,39.0,0.05032258064516129
Hoodi,2,1000.0,2.0,48.0,0.048
Thanisandra,2,1183.0,2.0,77.25,0.06530008453085376
Alur,1,425.0,1.0,15.0,0.03529411764705882
Nelamangala,2,820.0,2.0,30.0,0.036585365853658534
Ramagondanahalli,2,1151.0,2.0,43.6,0.03788010425716768
Hulimavu,3,1320.0,2.0,59.0,0.0446969696969697
Bikasipura,3,1450.0,3.0,68.0,0.04689655172413793
Hegde Nagar,3,1847.0,3.0,123.0,0.06659447753113157
Devanahalli,1,1020.0,2.0,49.87,0.0488921568627451
Somasundara Palya,3,1650.0,3.0,95.0,0.05757575757575758
Electronic City,3,2400.0,2.0,78.0,0.0325
Mysore Road,3,1360.0,3.0,47.6,0.035
Brookefield,2,1089.0,2.0,49.0,0.04499540863177227
Yelahanka,2,1115.0,2.0,60.0,0.053811659192825115
Kudlu Gate,2,1215.0,2.0,45.0,0.037037037037037035
Sarjapur  Road,2,1194.0,2.0,51.0,0.04271356783919598
Kannamangala,3,1536.0,3.0,104.0,0.06770833333333333
Electronic City,3,1571.0,3.0,83.0,0.05283259070655633
Virupakshapura,2,900.0,1.0,70.0,0.07777777777777778
Keshava Nagar,2,1517.0,2.0,125.0,0.08239947264337508
Budigere,1,664.0,1.0,35.4,0.053313253012048194
 Devarachikkanahalli,2,1230.0,2.0,58.0,0.04715447154471545
Hegde Nagar,2,1340.0,2.0,72.0,0.05373134328358209
Attibele,2,1175.0,2.0,29.38,0.025004255319148936
Sarjapur,2,1240.0,2.0,43.1,0.034758064516129034
Electronic City,3,1470.0,2.0,44.1,0.030000000000000002
Kanakpura Road,1,525.0,2.0,29.25,0.055714285714285716
Sri Sai Layout,2,1000.0,2.0,35.0,0.035
Gunjur,2,1071.0,2.0,51.0,0.047619047619047616
Sector 2 HSR Layout,3,1512.0,3.0,80.0,0.05291005291005291
Kalyan nagar,2,1190.0,2.0,60.0,0.05042016806722689
Kanakpura Road,2,1283.0,2.0,63.22,0.04927513639906469
Mallasandra,2,1325.0,2.0,73.0,0.05509433962264151
Whitefield,2,1105.0,2.0,35.36,0.032
Banaswadi,3,1600.0,3.0,74.5,0.0465625
Devara Jeevanahalli,4,400.0,2.0,35.0,0.0875
Kanakpura Road,2,800.0,2.0,41.145,0.051431250000000005
Hennur,2,1100.0,2.0,44.55,0.040499999999999994
Talaghattapura,3,2099.0,3.0,147.0,0.07003334921391138
Yelachenahalli,3,1365.0,2.0,72.0,0.05274725274725275
Hebbal Kempapura,2,1485.0,3.0,132.0,0.08888888888888889
Hosur Road,2,1250.0,2.0,55.0,0.044
Bellandur,2,1170.0,2.0,46.79,0.03999145299145299
Kanakpura Road,2,1328.0,2.0,91.06,0.06856927710843373
1st Phase JP Nagar,2,1180.0,2.0,88.5,0.075
Electronic City,3,1350.0,3.0,66.0,0.04888888888888889
Nagasandra,4,2400.0,4.0,145.0,0.06041666666666667
Electronic City Phase II,2,1020.0,2.0,32.0,0.03137254901960784
Begur Road,3,1410.0,2.0,49.34,0.03499290780141844
Vishwanatha Nagenahalli,3,2159.0,3.0,120.0,0.0555812876331635
TC Palaya,3,1200.0,2.0,66.0,0.055
Whitefield,2,1074.0,2.0,42.79,0.03984171322160149
Suragajakkanahalli,3,1200.0,3.0,72.0,0.06
Sarjapur,3,1170.0,2.0,35.41,0.030264957264957263
Tumkur Road,1,728.5,1.0,31.315,0.04298558682223748
Bommanahalli,3,1660.0,2.0,100.0,0.060240963855421686
Gowdanapalya,1,510.0,1.0,34.0,0.06666666666666667
Mahadevpura,3,1601.0,3.0,95.0,0.05933791380387258
Begur Road,2,952.0,2.0,42.0,0.04411764705882353
PNS Layout,2,1166.0,2.0,65.0,0.05574614065180103
Electronic City Phase II,4,1900.0,3.0,97.0,0.05105263157894737
Yelenahalli,2,1175.0,2.0,50.0,0.0425531914893617
Bharathi Nagar,2,1432.0,2.0,68.0,0.04748603351955307
Bommasandra Industrial Area,2,1005.0,2.0,39.77,0.03957213930348259
Rajiv Nagar,2,1309.0,2.0,80.0,0.061115355233002294
7th Phase JP Nagar,2,1050.0,2.0,77.0,0.07333333333333333
Begur Road,3,1565.0,2.0,56.34,0.036000000000000004
